"cycle_length_bin","cycle_length_bin_num","cycleday_from_ovu","state","n_cycles","prob_sum","prob"
"(24,27]",4,-7,"hP",149875,1144.66200243386,0.0076374445533535
"(24,27]",4,-7,"Ep",149875,213.999718175325,0.00142785466672444
"(24,27]",4,-7,"lP",149875,6.60837420883454,4.40925718687876e-05
"(24,27]",4,-6,"hM",149875,1097.21022602328,0.00732083553643554
"(24,27]",4,-6,"lM",149875,13165.4368302455,0.0878427811859584
"(24,27]",4,-6,"lE",149875,111817.304217266,0.746070420131886
"(24,27]",4,-6,"hE",149875,19682.8280898305,0.131328294177351
"(24,27]",4,-6,"O",149875,1531.84638360847,0.0102208265795394
"(24,27]",4,-6,"Rise",149875,248.748817813495,0.00165970854254208
"(24,27]",4,-6,"hP",149875,1891.27829462307,0.0126190378290113
"(24,27]",4,-6,"Ep",149875,404.549369268073,0.00269924516609223
"(24,27]",4,-6,"lP",149875,12.7977713214877,8.53896335045052e-05
"(24,27]",4,-5,"hM",149875,353.128654220865,0.00235615449021428
"(24,27]",4,-5,"lM",149875,6275.98722332924,0.0418748104976096
"(24,27]",4,-5,"lE",149875,111728.733184619,0.74547945410922
"(24,27]",4,-5,"hE",149875,25111.1957024215,0.167547594344764
"(24,27]",4,-5,"O",149875,2321.73356863693,0.0154911330684699
"(24,27]",4,-5,"Rise",149875,400.82240401246,0.00267437800842342
"(24,27]",4,-5,"hP",149875,2967.70983225443,0.0198012332427318
"(24,27]",4,-5,"Ep",149875,696.311661414249,0.00464594936723436
"(24,27]",4,-5,"lP",149875,24.3777690912544,0.00016265400561304
"(24,27]",4,-4,"hM",149875,74.1680535940013,0.000494866079025863
"(24,27]",4,-4,"lM",149875,2453.82503505662,0.0163724772981259
"(24,27]",4,-4,"lE",149875,105130.096065637,0.70145185031284
"(24,27]",4,-4,"hE",149875,32074.9226126676,0.21401116005116
"(24,27]",4,-4,"O",149875,3740.03466186298,0.02495435971218
"(24,27]",4,-4,"Rise",149875,682.566091448847,0.00455423580616412
"(24,27]",4,-4,"hP",149875,4547.70167137933,0.0303432972235485
"(24,27]",4,-4,"Ep",149875,1136.19558035626,0.00758095466459557
"(24,27]",4,-4,"lP",149875,44.4902279977328,0.000296848894063271
"(24,27]",4,-3,"hM",149875,7.16764610710694,4.78241608480863e-05
"(24,27]",4,-3,"lM",149875,667.862946656326,0.00445613308861602
"(24,27]",4,-3,"lE",149875,92138.3510282624,0.614767980171892
"(24,27]",4,-3,"hE",149875,40552.6802747035,0.270576682400023
"(24,27]",4,-3,"O",149875,6367.94986851116,0.0424884061285148
"(24,27]",4,-3,"Rise",149875,1237.96169074724,0.00825996123934772
"(24,27]",4,-3,"hP",149875,7027.47766947409,0.0468889252341891
"(24,27]",4,-3,"Ep",149875,1804.14058907448,0.0120376352899048
"(24,27]",4,-3,"lP",149875,81.4082864639947,0.00054317455522265
"(24,27]",4,-2,"hM",149875,2.77782146516544,1.85342549802532e-05
"(24,27]",4,-2,"lM",149875,86.5080935048514,0.000577201624719609
"(24,27]",4,-2,"lE",149875,65733.81947443,0.438590955625888
"(24,27]",4,-2,"hE",149875,55234.4769483488,0.368536960456039
"(24,27]",4,-2,"O",149875,12308.6923649086,0.0821263877558539
"(24,27]",4,-2,"Rise",149875,2520.6818904053,0.0168185614038719
"(24,27]",4,-2,"hP",149875,10981.4237339672,0.0732705503517408
"(24,27]",4,-2,"Ep",149875,2872.23124872998,0.0191641784735945
"(24,27]",4,-2,"lP",149875,144.388424240387,0.000963392321870807
"(24,27]",4,-1,"hM",149875,1.39495033105617,9.30742506125883e-06
"(24,27]",4,-1,"lM",149875,23.1530524996109,0.000154482418679639
"(24,27]",4,-1,"lE",149875,35383.3569246614,0.236085784318008
"(24,27]",4,-1,"hE",149875,56860.3105717935,0.379384891221308
"(24,27]",4,-1,"O",149875,28789.4588186047,0.192089800290941
"(24,27]",4,-1,"Rise",149875,6095.76052606613,0.0406722970880142
"(24,27]",4,-1,"hP",149875,17829.3539661894,0.118961494353224
"(24,27]",4,-1,"Ep",149875,4643.97633918193,0.0309856636475859
"(24,27]",4,-1,"lP",149875,258.234850672464,0.00172300150573788
"(24,27]",4,0,"hM",149875,0.692970814083787,4.62365847595521e-06
"(24,27]",4,0,"lM",149875,10.429304831609,6.95866877838799e-05
"(24,27]",4,0,"lE",149875,22198.8944208877,0.148116059522187
"(24,27]",4,0,"hE",149875,26217.3336381773,0.174927997585837
"(24,27]",4,0,"O",149875,43841.4322628051,0.292519981736814
"(24,27]",4,0,"Rise",149875,15150.0776202021,0.10108475476365
"(24,27]",4,0,"hP",149875,34330.9692030742,0.229064014699411
"(24,27]",4,0,"Ep",149875,7668.34896112967,0.051164963877429
"(24,27]",4,0,"lP",149875,467.821618078503,0.00312141196382654
"(24,27]",4,1,"hM",149875,0.355153802542213,2.36966673923078e-06
"(24,27]",4,1,"lM",149875,5.52123127592503,3.68389075958301e-05
"(24,27]",4,1,"lE",149875,15921.9896768244,0.106235127118095
"(24,27]",4,1,"hE",149875,10837.447067104,0.0723099053685004
"(24,27]",4,1,"O",149875,21661.5933021028,0.144531064567825
"(24,27]",4,1,"Rise",149875,18520.1169157565,0.123570421456257
"(24,27]",4,1,"hP",149875,68361.0380651937,0.45612035406301
"(24,27]",4,1,"Ep",149875,13673.6313524689,0.0912335703250637
"(24,27]",4,1,"lP",149875,903.307235471327,0.00602707079547174
"(24,27]",4,2,"hM",149875,0.197358820098448,1.31682281967272e-06
"(24,27]",4,2,"lM",149875,3.63991161058485,2.42863160005661e-05
"(24,27]",4,2,"lE",149875,11583.2029365467,0.0772857577084019
"(24,27]",4,2,"hE",149875,6401.53678641468,0.0427125056641513
"(24,27]",4,2,"O",149875,8777.14700156762,0.0585631159404011
"(24,27]",4,2,"Rise",149875,9326.07526394835,0.0622256898345178
"(24,27]",4,2,"hP",149875,87062.1338477738,0.580898307574804
"(24,27]",4,2,"Ep",149875,24669.4864628308,0.16460041009395
"(24,27]",4,2,"lP",149875,2052.58043048742,0.0136952822718093
"(24,27]",4,3,"hM",149875,0.100215156343147,6.68658257502233e-07
"(24,27]",4,3,"lM",149875,2.48257728312503,1.65643188198501e-05
"(24,27]",4,3,"lE",149875,8207.98771513906,0.054765556064314
"(24,27]",4,3,"hE",149875,4600.89316043211,0.0306982029053018
"(24,27]",4,3,"O",149875,5176.86570415918,0.0345412223797109
"(24,27]",4,3,"Rise",149875,3879.47193004436,0.0258847167976271
"(24,27]",4,3,"hP",149875,89776.9303598926,0.599012045770759
"(24,27]",4,3,"Ep",149875,33468.184306057,0.223307318138829
"(24,27]",4,3,"lP",149875,4527.08403183625,0.0302057316552877
"(24,27]",4,4,"hM",149875,0.0295391522083221,1.97091924659364e-07
"(24,27]",4,4,"lM",149875,1.7357368232179,1.15812298463246e-05
"(24,27]",4,4,"lE",149875,5477.68711296797,0.0365483710623384
"(24,27]",4,4,"hE",149875,3547.41821036692,0.0236691790516559
"(24,27]",4,4,"O",149875,3784.27604630566,0.0252495482655924
"(24,27]",4,4,"Rise",149875,1876.72013652977,0.0125219024956115
"(24,27]",4,4,"hP",149875,88572.1347534337,0.590973376169699
"(24,27]",4,4,"Ep",149875,37391.4504887231,0.249484240124925
"(24,27]",4,4,"lP",149875,8185.5479756975,0.0546158330321768
"(24,27]",4,5,"hM",149875,0.011383742451667,7.59549121045339e-08
"(24,27]",4,5,"lM",149875,1.11546451958052,7.44263232414025e-06
"(24,27]",4,5,"lE",149875,3379.00436697889,0.0225454836829284
"(24,27]",4,5,"hE",149875,2632.56459127701,0.0175650681653178
"(24,27]",4,5,"O",149875,3014.22205419812,0.0201115733391034
"(24,27]",4,5,"Rise",149875,1094.41699677091,0.00730219847720373
"(24,27]",4,5,"hP",149875,85919.6678208639,0.573275515068317
"(24,27]",4,5,"Ep",149875,38355.1616435812,0.255914339573519
"(24,27]",4,5,"lP",149875,13177.8356780679,0.0879255091113788
"(24,27]",4,6,"hM",149875,0.00610414528152488,4.07282420785647e-08
"(24,27]",4,6,"lM",149875,0.716359937302325,4.77971601202552e-06
"(24,27]",4,6,"lE",149875,1924.55002888552,0.0128410343878933
"(24,27]",4,6,"hE",149875,1778.26357675442,0.0118649779933573
"(24,27]",4,6,"O",149875,2309.15972932113,0.0154072375601076
"(24,27]",4,6,"Rise",149875,689.693712164641,0.00460179290852138
"(24,27]",4,6,"hP",149875,81305.2585992362,0.542487129936522
"(24,27]",4,6,"Ep",149875,37631.4854748502,0.251085808005673
"(24,27]",4,6,"lP",149875,20173.8664147052,0.134604613275765
"(24,27]",4,7,"hM",149875,0.00353094927104012,2.35592945523945e-08
"(24,27]",4,7,"lM",149875,0.525082278484255,3.50346807996167e-06
"(24,27]",4,7,"lE",149875,1020.17595350959,0.00680684539455941
"(24,27]",4,7,"hE",149875,1087.37479762484,0.00725521132693805
"(24,27]",4,7,"O",149875,1595.45306617411,0.0106452247951567
"(24,27]",4,7,"Rise",149875,425.241421340964,0.00283730723163279
"(24,27]",4,7,"hP",149875,73698.6099560713,0.491733844577624
"(24,27]",4,7,"Ep",149875,35471.1027732154,0.236671244525207
"(24,27]",4,7,"lP",149875,29782.5134188359,0.198715685863792
"(24,27]",4,8,"hM",149875,0.00188587016389843,1.25829535539512e-08
"(24,27]",4,8,"lM",149875,0.404887563318042,2.70150167351488e-06
"(24,27]",4,8,"lE",149875,503.739325918204,0.00336106305867025
"(24,27]",4,8,"hE",149875,614.034769128733,0.00409697927692232
"(24,27]",4,8,"O",149875,989.898494232219,0.00660482731764617
"(24,27]",4,8,"Rise",149875,248.846660395244,0.00166036137044366
"(24,27]",4,8,"hP",149875,62677.4280315225,0.418198018558949
"(24,27]",4,8,"Ep",149875,31218.6918842455,0.208298194390295
"(24,27]",4,8,"lP",149875,42354.954061124,0.282601861959126
"(24,27]",4,9,"hM",149875,0.000140618948682657,9.38241525822567e-10
"(24,27]",4,9,"lM",149875,0.277211467214504,1.84961779626024e-06
"(24,27]",4,9,"lE",149875,232.195604669742,0.00154926174925599
"(24,27]",4,9,"hE",149875,319.704456205052,0.0021331406585825
"(24,27]",4,9,"O",149875,565.994982558743,0.00377644692282731
"(24,27]",4,9,"Rise",149875,136.654352742652,0.000911788842319611
"(24,27]",4,9,"hP",149875,49343.0632142319,0.329228111521147
"(24,27]",4,9,"Ep",149875,25702.5452701923,0.171493212811959
"(24,27]",4,9,"lP",149875,49782.5647673134,0.332160565586745
"(24,27]",4,10,"hM",149875,2.59008437109243e-05,1.72816304993656e-10
"(24,27]",4,10,"lM",149875,0.0619641972945633,4.1343918128149e-07
"(24,27]",4,10,"lE",149875,96.3925679972978,0.000643153080882721
"(24,27]",4,10,"hE",149875,158.20006884206,0.00105554674790365
"(24,27]",4,10,"O",149875,297.522786493027,0.00198513952622537
"(24,27]",4,10,"Rise",149875,71.40935178373,0.000476459394720467
"(24,27]",4,10,"hP",149875,35409.332159219,0.236259096975606
"(24,27]",4,10,"Ep",149875,19323.0727833434,0.128927925159923
"(24,27]",4,10,"lP",149875,52473.0082922233,0.350111815127428
"(24,27]",4,11,"hM",149875,8.48387043793901e-06,5.6606308176407e-11
"(24,27]",4,11,"lM",149875,0.0469189202201608,3.13053679534017e-07
"(24,27]",4,11,"lE",149875,34.3737491267443,0.000229349452055008
"(24,27]",4,11,"hE",149875,71.3733396860527,0.000476219113835214
"(24,27]",4,11,"O",149875,148.860610522335,0.000993231763284969
"(24,27]",4,11,"Rise",149875,34.9423491623948,0.000233143280483034
"(24,27]",4,11,"hP",149875,22418.6767832531,0.149582497302773
"(24,27]",4,11,"Ep",149875,12653.1606370654,0.0844247582122797
"(24,27]",4,11,"lP",149875,50592.5656037798,0.337565074920966
"(24,27]",4,12,"hM",149875,2.99679407572969e-06,1.99952899131256e-11
"(24,27]",4,12,"lM",149875,0.0343643632616192,2.29286827433656e-07
"(24,27]",4,12,"lE",149875,10.5829992863581,7.06121720524313e-05
"(24,27]",4,12,"hE",149875,27.0582023759547,0.000180538464560165
"(24,27]",4,12,"O",149875,68.125180633015,0.000454546659769908
"(24,27]",4,12,"Rise",149875,15.7751855231272,0.000105255616501266
"(24,27]",4,12,"hP",149875,12213.3309905666,0.0814901150329711
"(24,27]",4,12,"Ep",149875,7015.83975297605,0.0468112744151863
"(24,27]",4,12,"lP",149875,40776.2533212788,0.272068412485597
"(24,27]",4,13,"hM",149875,1.03971935838526e-06,6.93724342542292e-12
"(24,27]",4,13,"lM",149875,0.0299905287919891,2.00103611622946e-07
"(24,27]",4,13,"lE",149875,3.22194538814059,2.14975505463926e-05
"(24,27]",4,13,"hE",149875,8.4929261198729,5.66667297406032e-05
"(24,27]",4,13,"O",149875,25.926794585565,0.000172989455116364
"(24,27]",4,13,"Rise",149875,6.29493689974216,4.2001247037479e-05
"(24,27]",4,13,"hP",149875,5569.67652817766,0.0371621453089419
"(24,27]",4,13,"Ep",149875,3159.55300174952,0.0210812543903221
"(24,27]",4,13,"lP",149875,27697.803875511,0.184806030862459
"(24,27]",4,14,"hM",149875,3.35176094725258e-07,2.2363709406189e-12
"(24,27]",4,14,"lM",149875,0.0261568806401401,1.74524641468825e-07
"(24,27]",4,14,"lE",149875,0.890145751675911,5.93925438983093e-06
"(24,27]",4,14,"hE",149875,2.71339157406425,1.81043641305371e-05
"(24,27]",4,14,"O",149875,8.11516853496845,5.41462454376544e-05
"(24,27]",4,14,"Rise",149875,2.06075105469799,1.3749798530095e-05
"(24,27]",4,14,"hP",149875,2157.23266482465,0.0143935457202645
"(24,27]",4,14,"Ep",149875,1203.63751548831,0.00803094255538492
"(24,27]",4,14,"lP",149875,14928.3242055558,0.0996051656751013
"(24,27]",4,15,"hM",149875,6.76134475421971e-08,4.51132260498396e-13
"(24,27]",4,15,"lM",149875,0.00173991645496485,1.16091172975136e-08
"(24,27]",4,15,"lE",149875,0.21315288519858,1.4222044049947e-06
"(24,27]",4,15,"hE",149875,0.819656754349959,5.46893580884043e-06
"(24,27]",4,15,"O",149875,2.59547034268108,1.73175669236436e-05
"(24,27]",4,15,"Rise",149875,1.00071793082311,6.67701705303162e-06
"(24,27]",4,15,"hP",149875,780.64934051993,0.00520866949471179
"(24,27]",4,15,"Ep",149875,439.094028014997,0.0029297349659049
"(24,27]",4,15,"lP",149875,6559.62589356795,0.043767312050495
"(24,27]",4,16,"hM",149875,2.38018875840081e-10,1.58811593554683e-15
"(24,27]",4,16,"lM",149875,2.99294558973537e-07,1.99696119415204e-12
"(24,27]",4,16,"lE",149875,0.0573154097575283,3.82421416230381e-07
"(24,27]",4,16,"hE",149875,0.178274049405093,1.18948490011738e-06
"(24,27]",4,16,"O",149875,0.798959864921753,5.33084146736783e-06
"(24,27]",4,16,"Rise",149875,0.210280847774747,1.40304151976478e-06
"(24,27]",4,16,"hP",149875,276.047359034236,0.00184185060239691
"(24,27]",4,16,"Ep",149875,169.491110233641,0.00113088313750553
"(24,27]",4,16,"lP",149875,2724.21670026073,0.0181765918282617
"(24,27]",4,17,"hM",149875,5.39891138927191e-12,3.60227615631153e-17
"(24,27]",4,17,"lM",149875,1.1262778550452e-09,7.51478135142751e-15
"(24,27]",4,17,"lE",149875,0.00854989948035477,5.70468689264705e-08
"(24,27]",4,17,"hE",149875,0.0529671881151455,3.53409095013481e-07
"(24,27]",4,17,"O",149875,0.174072669968023,1.16145234340633e-06
"(24,27]",4,17,"Rise",149875,0.0335561778340045,2.23894430919129e-07
"(24,27]",4,17,"hP",149875,101.337594947155,0.000676147422499786
"(24,27]",4,17,"Ep",149875,64.8010682283073,0.000432367427711808
"(24,27]",4,17,"lP",149875,1161.59219088801,0.00775040661142957
"(24,27]",4,18,"hM",149875,0,0
"(24,27]",4,18,"lM",149875,2.48582094280726e-11,1.65859612530926e-16
"(24,27]",4,18,"lE",149875,0.000170701235551003,1.13895736814681e-09
"(24,27]",4,18,"hE",149875,0.00908377184981911,6.06089864875337e-08
"(24,27]",4,18,"O",149875,0.0522626156169481,3.48708027469212e-07
"(24,27]",4,18,"Rise",149875,0.0099629916492477,6.64753404453558e-08
"(24,27]",4,18,"hP",149875,37.297332622054,0.000248856264367333
"(24,27]",4,18,"Ep",149875,22.5670984842745,0.000150572800562299
"(24,27]",4,18,"lP",149875,530.064088813295,0.00353670784862916
"(24,27]",4,19,"hM",149062,0,0
"(24,27]",4,19,"lM",149062,0,0
"(24,27]",4,19,"lE",149062,1.51675133482928e-06,1.01753051403395e-11
"(24,27]",4,19,"hE",149062,0.000180147650186413,1.20854174897971e-09
"(24,27]",4,19,"O",149062,0.00907280870870706,6.08660068206992e-08
"(24,27]",4,19,"Rise",149062,0.00172394543964956,1.15652912187517e-08
"(24,27]",4,19,"hP",149062,12.6973098411476,8.51813999620802e-05
"(24,27]",4,19,"Ep",149062,6.12238316737895,4.10727292494328e-05
"(24,27]",4,19,"lP",149062,204.169328572924,0.0013696940103643
"(24,27]",4,20,"hM",126830,0,0
"(24,27]",4,20,"lM",126830,0,0
"(24,27]",4,20,"lE",126830,0,0
"(24,27]",4,20,"hE",126830,1.59404370104771e-06,1.25683489793244e-11
"(24,27]",4,20,"O",126830,0.000180070357820195,1.41977732255929e-09
"(24,27]",4,20,"Rise",126830,1.23940354083401e-05,9.77216384793825e-11
"(24,27]",4,20,"hP",126830,3.53549285636796,2.78758405453596e-05
"(24,27]",4,20,"Ep",126830,1.09806674530694,8.65778400462776e-06
"(24,27]",4,20,"lP",126830,59.3662463398882,0.000468077318772279
"(24,27]",4,21,"hM",57384,0,0
"(24,27]",4,21,"lM",57384,0,0
"(24,27]",4,21,"lE",57384,0,0
"(24,27]",4,21,"hE",57384,0,0
"(24,27]",4,21,"O",57384,1.59404370104771e-06,2.77785393323524e-11
"(24,27]",4,21,"Rise",57384,1.4115120681955e-07,2.45976590721368e-12
"(24,27]",4,21,"hP",57384,0.168747995010486,2.94068024206201e-06
"(24,27]",4,21,"Ep",57384,0.0947018844323298,1.65031863293479e-06
"(24,27]",4,21,"lP",57384,16.7365483853623,0.000291658796622094
"(24,27]",4,22,"hM",10379,0,0
"(24,27]",4,22,"lM",10379,0,0
"(24,27]",4,22,"lE",10379,0,0
"(24,27]",4,22,"hE",10379,0,0
"(24,27]",4,22,"O",10379,0,0
"(24,27]",4,22,"Rise",10379,0,0
"(24,27]",4,22,"hP",10379,0.0148044021842983,1.42638040122346e-06
"(24,27]",4,22,"Ep",10379,0,0
"(24,27]",4,22,"lP",10379,1.9851955978157,0.000191270411197196
"(27,30]",5,-28,"hM",9052,1.99999999999997,0.000220945647370744
"(27,30]",5,-28,"lM",9052,0,0
"(27,30]",5,-28,"lE",9052,0,0
"(27,30]",5,-28,"hE",9052,0,0
"(27,30]",5,-28,"O",9052,0,0
"(27,30]",5,-28,"Rise",9052,0,0
"(27,30]",5,-28,"hP",9052,0,0
"(27,30]",5,-28,"Ep",9052,0,0
"(27,30]",5,-28,"lP",9052,0,0
"(27,30]",5,-27,"hM",118364,60.5210090207769,0.000511312637463898
"(27,30]",5,-27,"lM",118364,0.478990979223275,4.04676235361491e-06
"(27,30]",5,-27,"lE",118364,0,0
"(27,30]",5,-27,"hE",118364,0,0
"(27,30]",5,-27,"O",118364,0,0
"(27,30]",5,-27,"Rise",118364,0,0
"(27,30]",5,-27,"hP",118364,0,0
"(27,30]",5,-27,"Ep",118364,0,0
"(27,30]",5,-27,"lP",118364,0,0
"(27,30]",5,-26,"hM",166585,354.029705161502,0.00212521958856741
"(27,30]",5,-26,"lM",166585,13.954518428168,8.37681569659211e-05
"(27,30]",5,-26,"lE",166585,0.015776410331173,9.47048673720503e-08
"(27,30]",5,-26,"hE",166585,0,0
"(27,30]",5,-26,"O",166585,0,0
"(27,30]",5,-26,"Rise",166585,0,0
"(27,30]",5,-26,"hP",166585,0,0
"(27,30]",5,-26,"Ep",166585,0,0
"(27,30]",5,-26,"lP",166585,0,0
"(27,30]",5,-25,"hM",166585,990.082910288644,0.00594340973250079
"(27,30]",5,-25,"lM",166585,85.3754259439472,0.000512503682468093
"(27,30]",5,-25,"lE",166585,1.54088750468172,9.24985745824488e-06
"(27,30]",5,-25,"hE",166585,0.000776262728914989,4.65985970474526e-09
"(27,30]",5,-25,"O",166585,0,0
"(27,30]",5,-25,"Rise",166585,0,0
"(27,30]",5,-25,"hP",166585,0,0
"(27,30]",5,-25,"Ep",166585,0,0
"(27,30]",5,-25,"lP",166585,0,0
"(27,30]",5,-24,"hM",166585,1891.69435164997,0.0113557304178045
"(27,30]",5,-24,"lM",166585,299.223566687958,0.00179622154868661
"(27,30]",5,-24,"lE",166585,11.668541646362,7.00455722085543e-05
"(27,30]",5,-24,"hE",166585,0.413539962300937,2.48245617733251e-06
"(27,30]",5,-24,"O",166585,5.34131859652e-08,3.20636227542696e-13
"(27,30]",5,-24,"Rise",166585,0,0
"(27,30]",5,-24,"hP",166585,0,0
"(27,30]",5,-24,"Ep",166585,0,0
"(27,30]",5,-24,"lP",166585,0,0
"(27,30]",5,-23,"hM",166585,2932.40840826092,0.0176030759567843
"(27,30]",5,-23,"lM",166585,768.746249220882,0.00461473871729676
"(27,30]",5,-23,"lE",166585,44.6246806678355,0.000267879344886007
"(27,30]",5,-23,"hE",166585,2.22053600926464,1.33297476319275e-05
"(27,30]",5,-23,"O",166585,0.000125787685543213,7.55096110353353e-10
"(27,30]",5,-23,"Rise",166585,5.18663867014967e-08,3.11350882141229e-13
"(27,30]",5,-23,"hP",166585,1.54679926370304e-09,9.28534540146493e-15
"(27,30]",5,-23,"Ep",166585,0,0
"(27,30]",5,-23,"lP",166585,0,0
"(27,30]",5,-22,"hM",166585,4217.78632636763,0.0253191243291271
"(27,30]",5,-22,"lM",166585,1486.34889435425,0.00892246537415885
"(27,30]",5,-22,"lE",166585,162.612716996951,0.0009761546177444
"(27,30]",5,-22,"hE",166585,10.2361522947405,6.14470228096199e-05
"(27,30]",5,-22,"O",166585,0.0157841453220256,9.47513000691872e-08
"(27,30]",5,-22,"Rise",166585,2.39595348954435e-05,1.43827684938281e-10
"(27,30]",5,-22,"hP",166585,0.000101880959850175,6.11585435964672e-10
"(27,30]",5,-22,"Ep",166585,6.02823145477294e-10,3.61871204176423e-15
"(27,30]",5,-22,"lP",166585,1.16041415569854e-12,6.96589822432114e-18
"(27,30]",5,-21,"hM",166585,6274.52208381748,0.0376655886413391
"(27,30]",5,-21,"lM",166585,2518.76567584215,0.0151200028564526
"(27,30]",5,-21,"lE",166585,425.372676284804,0.00255348726646939
"(27,30]",5,-21,"hE",166585,35.2963090788268,0.000211881676494443
"(27,30]",5,-21,"O",166585,0.0273449903188872,1.64150375597366e-07
"(27,30]",5,-21,"Rise",166585,0.00231663502746976,1.39066244107798e-08
"(27,30]",5,-21,"hP",166585,0.0135623416451246,8.14139427026717e-08
"(27,30]",5,-21,"Ep",166585,3.09892632321153e-05,1.86026732491612e-10
"(27,30]",5,-21,"lP",166585,2.04849284600801e-08,1.22969825975208e-13
"(27,30]",5,-20,"hM",166585,12111.0500554754,0.0727019242757476
"(27,30]",5,-20,"lM",166585,3828.33586006362,0.0229812759856147
"(27,30]",5,-20,"lE",166585,931.985384660447,0.00559465368826994
"(27,30]",5,-20,"hE",166585,83.445143959015,0.000500916312747336
"(27,30]",5,-20,"O",166585,0.140300864788728,8.42217875491361e-07
"(27,30]",5,-20,"Rise",166585,0.00836613872674279,5.02214408664813e-08
"(27,30]",5,-20,"hP",166585,0.0321540292640334,1.9301875477404e-07
"(27,30]",5,-20,"Ep",166585,0.00273395272809909,1.64117581300783e-08
"(27,30]",5,-20,"lP",166585,8.56020766364807e-07,5.13864253303003e-12
"(27,30]",5,-19,"hM",166585,23182.7523274581,0.139164704670037
"(27,30]",5,-19,"lM",166585,6010.68928451448,0.0360818157968273
"(27,30]",5,-19,"lE",166585,1727.52239568743,0.0103702157798567
"(27,30]",5,-19,"hE",166585,186.435423053903,0.00111916092717773
"(27,30]",5,-19,"O",166585,0.417013444639512,2.50330728840839e-06
"(27,30]",5,-19,"Rise",166585,0.0400526998354277,2.40434011678288e-07
"(27,30]",5,-19,"hP",166585,0.131412128473847,7.88859311905913e-07
"(27,30]",5,-19,"Ep",166585,0.0120727547156376,7.24720395932262e-08
"(27,30]",5,-19,"lP",166585,1.82585034584134e-05,1.09604727066743e-10
"(27,30]",5,-18,"hM",166585,38522.1144475517,0.23124599722395
"(27,30]",5,-18,"lM",166585,10518.4131281169,0.0631414180635527
"(27,30]",5,-18,"lE",166585,2926.7520748067,0.0175691213182862
"(27,30]",5,-18,"hE",166585,329.069163680195,0.00197538291971183
"(27,30]",5,-18,"O",166585,1.05061655840948,6.30678967739878e-06
"(27,30]",5,-18,"Rise",166585,0.0958058363278847,5.75116825211662e-07
"(27,30]",5,-18,"hP",166585,0.455687259564999,2.73546393471801e-06
"(27,30]",5,-18,"Ep",166585,0.0488424485161931,2.93198358292722e-07
"(27,30]",5,-18,"lP",166585,0.000233741758802609,1.40313809047999e-09
"(27,30]",5,-17,"hM",166585,51521.5971780162,0.3092811308222
"(27,30]",5,-17,"lM",166585,18827.8105836136,0.113022244401438
"(27,30]",5,-17,"lE",166585,4923.62385441977,0.0295562256771004
"(27,30]",5,-17,"hE",166585,549.802493249065,0.0033004321712583
"(27,30]",5,-17,"O",166585,2.51470485687838,1.50956259980093e-05
"(27,30]",5,-17,"Rise",166585,0.242906998698474,1.45815648887039e-06
"(27,30]",5,-17,"hP",166585,1.25313825297667,7.52251555047976e-06
"(27,30]",5,-17,"Ep",166585,0.152793454440405,9.17210159620647e-07
"(27,30]",5,-17,"lP",166585,0.00234713846180391,1.40897347408465e-08
"(27,30]",5,-16,"hM",166585,62203.1017702249,0.373401577394273
"(27,30]",5,-16,"lM",166585,30289.4241327439,0.18182563935975
"(27,30]",5,-16,"lE",166585,8744.36559567366,0.0524919146122019
"(27,30]",5,-16,"hE",166585,860.232188132663,0.00516392345128711
"(27,30]",5,-16,"O",166585,5.71042252341081,3.42793320131513e-05
"(27,30]",5,-16,"Rise",166585,0.607481452664943,3.6466755870273e-06
"(27,30]",5,-16,"hP",166585,3.12406796465838,1.8753597050505e-05
"(27,30]",5,-16,"Ep",166585,0.424004167120503,2.5452721860942e-06
"(27,30]",5,-16,"lP",166585,0.0103371170119014,6.20531080943744e-08
"(27,30]",5,-15,"hM",166585,65702.499873344,0.394408259287115
"(27,30]",5,-15,"lM",166585,43675.0553549399,0.262178799741513
"(27,30]",5,-15,"lE",166585,15326.6646258286,0.0920050702393886
"(27,30]",5,-15,"hE",166585,1369.50413629196,0.00822105313378732
"(27,30]",5,-15,"O",166585,12.3996972640645,7.44346565661045e-05
"(27,30]",5,-15,"Rise",166585,1.32197248663228,7.9357234242716e-06
"(27,30]",5,-15,"hP",166585,7.43108546998548,4.46083709216645e-05
"(27,30]",5,-15,"Ep",166585,1.07333498068273,6.443167035944e-06
"(27,30]",5,-15,"lP",166585,0.0499193941304847,2.99663199750786e-07
"(27,30]",5,-14,"hM",166585,60572.3260587639,0.363612126294468
"(27,30]",5,-14,"lM",166585,55917.6547279321,0.335670406866957
"(27,30]",5,-14,"lE",166585,25809.7761317622,0.154934574732192
"(27,30]",5,-14,"hE",166585,2194.42602147727,0.0131730109042067
"(27,30]",5,-14,"O",166585,34.5410504689422,0.000207347903286263
"(27,30]",5,-14,"Rise",166585,2.90029790038616,1.74103184583616e-05
"(27,30]",5,-14,"hP",166585,16.7006471487094,0.00010025300686562
"(27,30]",5,-14,"Ep",166585,2.52091982331798,1.51329340776059e-05
"(27,30]",5,-14,"lP",166585,0.154144723081939,9.25321746147244e-07
"(27,30]",5,-13,"hM",166585,47719.5719377656,0.286457795946607
"(27,30]",5,-13,"lM",166585,63801.6467148826,0.382997549088349
"(27,30]",5,-13,"lE",166585,40468.7344495405,0.242931443104364
