"cycleday","-0.6","-0.5","-0.4","-0.3","-0.2","-0.1","0","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1","1.1","1.2","1.3","1.4","1.5","1.6","1.7","1.8","1.9"
-28,0.00585327337018092,0.0116836600409672,0.0219140146703743,0.0319097806309863,0.0585785071005985,0.0785757606966711,0.213309760032957,0.120921876251616,0.129882019064621,0.0920331399407234,0.0812363395012988,0.0566789110508428,0.0309657042809571,0.0246661402725806,0.0133315023973818,0.0101616945312232,0.00571023149896438,0.00400517239406319,0.00231727831370799,0.00181949260187442,0.00116149999427833,0.000944076350029181,0.000818199503358623,0.000698044331536727,0.0005378374357742,0.000286083742433085
-27,0.00612974385231193,0.0121733554725071,0.0231360745713725,0.0333666696972452,0.0615989013355281,0.0808303147176059,0.219622836525809,0.121700058857025,0.12740392667276,0.0906302486828946,0.0786435130466406,0.0533302070523158,0.0301654217369043,0.0229590249831324,0.0119006034041372,0.00943147941678909,0.00518707442303367,0.00359841325287945,0.00218201654695881,0.00188055373455003,0.00115321488556376,0.000751264469018715,0.000746479345012226,0.000708198352960317,0.000526363640713749,0.00024404132433092
-26,0.00655299763003408,0.0133321050824463,0.0243696141896475,0.0365669829412701,0.0643114955908585,0.0857207459949251,0.227985696460125,0.123682072840861,0.126428888460862,0.086319518302334,0.0725268191372654,0.0493254390299051,0.0267688906382159,0.0209863412918408,0.0107862759712254,0.00835350177119361,0.00472318295634406,0.00344189396286774,0.00194286958487912,0.00171257254356801,0.0010928641414945,0.000724388875396739,0.000653206153536944,0.000774635502591889,0.00057364899381129,0.000343351952500188
-25,0.00713136545680675,0.0145365753471549,0.0267226526397462,0.0389733876458127,0.0699063984512576,0.0901442627689476,0.234391818136869,0.123062645717568,0.122435085557369,0.082541276343264,0.0689935836727863,0.045830908669078,0.0245128801968637,0.0187431301179433,0.0100942100919281,0.00754213210711881,0.00442715167558563,0.00283733260308151,0.0019815687482647,0.0013654187727966,0.00110678791889641,0.000734055217687308,0.000543885472172461,0.000707431453315229,0.000528671892531273,0.000205383325156034
-24,0.00739938190472807,0.0149159887748215,0.028787609676388,0.0432595644914923,0.0746296756775958,0.0950481332812333,0.241337785513836,0.123548008951725,0.119338567013605,0.0787289971937054,0.064082981066392,0.0416681467798657,0.022187488899151,0.0167418564171788,0.00853255656992647,0.00668892756918049,0.00380448296685731,0.00281339916876843,0.00158786543994885,0.00141025185606195,0.000930695179567333,0.000650065717026038,0.00056125892508259,0.000639408901992824,0.000451138503072715,0.00025576356079713
-23,0.00779159265837774,0.0168485156051764,0.0308381967351772,0.0460661422650765,0.0789444303476275,0.098624714539457,0.249310665651696,0.122046857819504,0.115006343567622,0.0734974202825002,0.0600084580901632,0.0384098790493107,0.0204415123065212,0.0153666582085765,0.00823141334686628,0.00621838788801489,0.0035354816882348,0.00265245707519242,0.00149200710479574,0.00127886323268206,0.00090670726549945,0.00058191660323099,0.000537934534382137,0.000724012517973442,0.000409371563900871,0.000230060052440159
-22,0.00867792851552309,0.0174993477693712,0.0327876337072789,0.0490183929037308,0.0823245499608662,0.102713279415601,0.251193582050613,0.121314896947561,0.112718497260631,0.0713181581007044,0.0564929559092095,0.0358922515001304,0.0188396817114532,0.013983824680407,0.00743216801460997,0.0057983302895904,0.00346334463866423,0.00257304983042004,0.00132728932950691,0.00127837203235064,0.00091964518653796,0.000544612575006522,0.000538090268719019,0.000662014088181581,0.000456561440125228,0.000231541873206366
-21,0.00933891871493942,0.019321572743676,0.035215175663634,0.0529131401281763,0.0883344379366222,0.106504897779272,0.253143362708382,0.118025540119297,0.106539779988394,0.0673797435840519,0.0539754619514376,0.0336327918134626,0.0179199421589551,0.0138640925710408,0.00690033518631856,0.00533697799566826,0.00328844098722994,0.00234027912109517,0.00151579054184755,0.0012430750887118,0.000875226337970553,0.000497864257468757,0.000532746466590771,0.000615195324515534,0.000532746466590771,0.000212464364652272
-20,0.0099531942593224,0.0206069247698459,0.0387991692755959,0.0554818511515452,0.0917981463686804,0.109565729518614,0.255240073153343,0.11538699978302,0.10261926164719,0.0646291187501937,0.0509686618517715,0.0317194135333685,0.0171755370261306,0.0129165245962617,0.00680078112891727,0.00532841511422461,0.00311521651529711,0.00222559747063017,0.00130188152878088,0.00112209788909209,0.000874120455038591,0.000579647252100059,0.000489755432255665,0.000691237097424134,0.000384365022782927,0.00022627940857382
-19,0.010939354289018,0.022633356662508,0.0414173995070444,0.0599367069348507,0.0955086267230624,0.11307853817363,0.253412652527158,0.111563156133037,0.0995070443964337,0.0620363326537443,0.0492803456775097,0.02998508961446,0.0159967136293096,0.012241730821897,0.00645710981955391,0.00529166539877674,0.00311900922009555,0.00221830021604844,0.00132976295529927,0.00107111341021818,0.000739433405349481,0.000587286614125308,0.000389495785533883,0.000614673036545659,0.000471655052794937,0.000173447341995557
-18,0.0119990680335508,0.024278920830645,0.0447612732095491,0.0637500896121586,0.0992484526967286,0.114975386527111,0.252276148827873,0.108786173441346,0.0968647692785624,0.0587557053074294,0.0466879346189691,0.0290522618108825,0.0152310798862523,0.0113747699954597,0.00634155375534686,0.00488386264248333,0.00301992974406768,0.00224329103639448,0.00126054436399264,0.00112612612612613,0.00077663870767319,0.000549621239276412,0.00048091858436686,0.000573517814897125,0.000457022008746147,0.000244939900112314
