"cycle_length_bin","cycleday_from_ovu","cycle_length_bin_num","state","prob","prob_sum","n_cycles"
"(39,42]",35,9,"lM",0,0,498
"(42,45]",35,10,"lM",5.54014385011723e-38,1.62880229193446e-35,294
"(39,42]",36,9,"lM",0,0,498
"(42,45]",36,10,"lM",0,0,294
"(42,45]",37,10,"lM",0,0,294
"(42,45]",38,10,"lM",0,0,294
"(42,45]",39,10,"lM",0,0,294
"(42,45]",-40,10,"lE",0,0,294
"(42,45]",-39,10,"lE",0,0,294
"(42,45]",-38,10,"lE",5.19791802756005e-17,1.52818790010266e-14,294
"(42,45]",-37,10,"lE",4.31971323260671e-14,1.26999569038637e-11,294
"(39,42]",-36,9,"lE",0,0,498
"(42,45]",-36,10,"lE",2.02156819997464e-10,5.94341050792544e-08,294
"(39,42]",-35,9,"lE",0,0,498
"(42,45]",-35,10,"lE",0.00143836753799021,0.422880056169121,294
"(36,39]",-34,8,"lE",0,0,946
"(39,42]",-34,9,"lE",0.00149747883935977,0.745744462001165,498
"(42,45]",-34,10,"lE",0.00239187802223004,0.703212138535633,294
"(36,39]",-33,8,"lE",0,0,946
"(39,42]",-33,9,"lE",0.00169781595788907,0.845512347028757,498
"(42,45]",-33,10,"lE",0.00291594432276227,0.857287630892107,294
"(36,39]",-32,8,"lE",1.80779553127734e-06,0.00171017457258837,946
"(39,42]",-32,9,"lE",0.00190384560062703,0.94811510911226,498
"(42,45]",-32,10,"lE",0.00352560799973865,1.03652875192316,294
"(36,39]",-31,8,"lE",3.00510409466373e-06,0.00284282847355188,946
"(39,42]",-31,9,"lE",0.0034537659714739,1.719975453794,498
"(42,45]",-31,10,"lE",0.00619658469874016,1.82179590142961,294
"(33,36]",-30,7,"lE",0,0,2048
"(36,39]",-30,8,"lE",0.000400424846777327,0.378801905051352,946
"(39,42]",-30,9,"lE",0.00383319041283339,1.90892882559103,498
"(42,45]",-30,10,"lE",0.0105536194502066,3.10276411836074,294
"(33,36]",-29,7,"lE",0,0,2048
"(36,39]",-29,8,"lE",0.00180704192033281,1.70946165663484,946
"(39,42]",-29,9,"lE",0.00852265934457894,4.24428435360031,498
"(42,45]",-29,10,"lE",0.026104276417448,7.67465726672972,294
"(33,36]",-28,7,"lE",0.00036236660866777,0.742126814551594,2048
"(36,39]",-28,8,"lE",0.00244778953718002,2.31560890217229,946
"(39,42]",-28,9,"lE",0.0214005725489415,10.6574851293729,498
"(42,45]",-28,10,"lE",0.0692814683035872,20.3687516812546,294
"(27,30]",-27,5,"lE",0,0,12460
"(30,33]",-27,6,"lE",0,0,5319
"(33,36]",-27,7,"lE",0.000775306125460639,1.58782694494339,2048
"(36,39]",-27,8,"lE",0.00479639160682488,4.53738646005634,946
"(39,42]",-27,9,"lE",0.0329261889065954,16.3972420754845,498
"(42,45]",-27,10,"lE",0.118930791568767,34.9656527212175,294
"(27,30]",-26,5,"lE",0,0,12460
"(30,33]",-26,6,"lE",0,0,5319
"(33,36]",-26,7,"lE",0.000938254672917624,1.92154557013529,2048
"(36,39]",-26,8,"lE",0.00689733938950623,6.52488306247289,946
"(39,42]",-26,9,"lE",0.0518855555185463,25.8390066482361,498
"(42,45]",-26,10,"lE",0.174503382414017,51.303994429721,294
"(27,30]",-25,5,"lE",5.57311584496991e-05,0.694410234283251,12460
"(30,33]",-25,6,"lE",0.000152107305697063,0.809058759002679,5319
"(33,36]",-25,7,"lE",0.0017873128656794,3.66041674891141,2048
"(36,39]",-25,8,"lE",0.0136068250219293,12.8720564707452,946
"(39,42]",-25,9,"lE",0.0784231113234648,39.0547094390855,498
"(42,45]",-25,10,"lE",0.240983035181427,70.8490123433395,294
"(27,30]",-24,5,"lE",1.17111174976026e-05,0.145920524020129,12460
"(30,33]",-24,6,"lE",0.000331344300989195,1.76242033696153,5319
"(33,36]",-24,7,"lE",0.00451760811525908,9.2520614200506,2048
"(36,39]",-24,8,"lE",0.0276215759278191,26.1300108277169,946
"(39,42]",-24,9,"lE",0.132878079142486,66.1732834129581,498
"(42,45]",-24,10,"lE",0.315771543918744,92.8368339121106,294
"(24,27]",-23,4,"lE",0,0,13464
"(27,30]",-23,5,"lE",0.000104418673945161,1.3010566773567,12460
"(30,33]",-23,6,"lE",0.0004920188335426,2.61704817561309,5319
"(33,36]",-23,7,"lE",0.00843361447241273,17.2720424395013,2048
"(36,39]",-23,8,"lE",0.0515468108239113,48.7632830394201,946
"(39,42]",-23,9,"lE",0.207753333810085,103.461160237423,498
"(42,45]",-23,10,"lE",0.347521410872338,102.171294796467,294
"(24,27]",-22,4,"lE",0,0,13464
"(27,30]",-22,5,"lE",0.000132338792676834,1.64894135675335,12460
"(30,33]",-22,6,"lE",0.000856662113345439,4.55658578088439,5319
"(33,36]",-22,7,"lE",0.0131060900214077,26.8412723638431,2048
"(36,39]",-22,8,"lE",0.0890597714092059,84.2505437531088,946
"(39,42]",-22,9,"lE",0.268824370924038,133.874536720171,498
"(42,45]",-22,10,"lE",0.393129791990208,115.580158845121,294
"(24,27]",-21,4,"lE",2.01436770085515e-09,2.71214467243138e-05,13464
"(27,30]",-21,5,"lE",0.000345056167492617,4.29939984695801,12460
"(30,33]",-21,6,"lE",0.00193388154502095,10.2863159379664,5319
"(33,36]",-21,7,"lE",0.0249466873063254,51.0908156033543,2048
"(36,39]",-21,8,"lE",0.152455407925141,144.222815897183,946
"(39,42]",-21,9,"lE",0.353839287263185,176.211965057066,498
"(42,45]",-21,10,"lE",0.41674059391842,122.521734612016,294
"(24,27]",-20,4,"lE",1.07667014853256e-05,0.144962868798423,13464
"(27,30]",-20,5,"lE",0.00080405428961813,10.0185164486419,12460
"(30,33]",-20,6,"lE",0.0042711400076203,22.7181937005324,5319
"(33,36]",-20,7,"lE",0.0494975772882971,101.371038286432,2048
"(36,39]",-20,8,"lE",0.226735626318523,214.491902497322,946
"(39,42]",-20,9,"lE",0.433284129529876,215.775496505878,498
"(42,45]",-20,10,"lE",0.432455684735062,127.141971312108,294
"(21,24]",-19,3,"lE",0,0,3605
"(24,27]",-19,4,"lE",7.48968611381864e-05,1.00841133836454,13464
"(27,30]",-19,5,"lE",0.00160228564747092,19.9644791674877,12460
"(30,33]",-19,6,"lE",0.00952682006290756,50.6731559146053,5319
"(33,36]",-19,7,"lE",0.0800871082342746,164.018397663794,2048
"(36,39]",-19,8,"lE",0.311860473055809,295.020007510795,946
"(39,42]",-19,9,"lE",0.479496577707536,238.789295698353,498
"(42,45]",-19,10,"lE",0.446510071581633,131.273961045,294
"(21,24]",-18,3,"lE",0,0,3605
"(24,27]",-18,4,"lE",0.000318818607788282,4.29257373526143,13464
"(27,30]",-18,5,"lE",0.00359596298486543,44.8056987914233,12460
"(30,33]",-18,6,"lE",0.0214394325683962,114.036341831299,5319
"(33,36]",-18,7,"lE",0.14282728376726,292.510277155348,2048
"(36,39]",-18,8,"lE",0.409854620096058,387.72247061087,946
"(39,42]",-18,9,"lE",0.499312314390548,248.657532566493,498
"(42,45]",-18,10,"lE",0.452566056316364,133.054420557011,294
"(18,21]",-17,2,"lE",0,0,412
"(21,24]",-17,3,"lE",2.27406642798722e-09,8.19800947289393e-06,3605
"(24,27]",-17,4,"lE",0.00105904004638824,14.2589151845712,13464
"(27,30]",-17,5,"lE",0.00780884525834022,97.2982119189192,12460
"(30,33]",-17,6,"lE",0.0439699802113133,233.876324743975,5319
"(33,36]",-17,7,"lE",0.222312596610676,455.296197858665,2048
"(36,39]",-17,8,"lE",0.478523444878251,452.683178854825,946
"(39,42]",-17,9,"lE",0.51322263032289,255.584869900799,498
"(42,45]",-17,10,"lE",0.443306374530844,130.332074112068,294
"(18,21]",-16,2,"lE",0,0,412
"(21,24]",-16,3,"lE",3.45913654927614e-05,0.124701872601405,3605
"(24,27]",-16,4,"lE",0.00277665539511958,37.3848882398901,13464
"(27,30]",-16,5,"lE",0.0151103058097648,188.274410389669,12460
"(30,33]",-16,6,"lE",0.084729632977811,450.676917808977,5319
"(33,36]",-16,7,"lE",0.322292986629969,660.056036618176,2048
"(36,39]",-16,8,"lE",0.530606372574529,501.953628455504,946
"(39,42]",-16,9,"lE",0.53085040424514,264.36350131408,498
"(42,45]",-16,10,"lE",0.453043684783124,133.194843326238,294
"(18,21]",-15,2,"lE",8.95498803684678e-09,3.68945507118087e-06,412
"(21,24]",-15,3,"lE",0.000343821769623913,1.2394774794942,3605
"(24,27]",-15,4,"lE",0.00714356812954875,96.1810012962443,13464
"(27,30]",-15,5,"lE",0.028052469545693,349.533770539335,12460
"(30,33]",-15,6,"lE",0.149249175267349,793.856363247032,5319
"(33,36]",-15,7,"lE",0.431477707179048,883.666344302691,2048
"(36,39]",-15,8,"lE",0.570313256261837,539.516340423698,946
"(39,42]",-15,9,"lE",0.548843392965871,273.324009697004,498
"(42,45]",-15,10,"lE",0.486572982555483,143.052456871312,294
"(18,21]",-14,2,"lE",0.00124311534629975,0.512163522675498,412
"(21,24]",-14,3,"lE",0.00325776589830467,11.7442460633883,3605
"(24,27]",-14,4,"lE",0.0152196141188447,204.916884496125,13464
"(27,30]",-14,5,"lE",0.0598337578732416,745.52862310059,12460
"(30,33]",-14,6,"lE",0.234781454615597,1248.80255710036,5319
"(33,36]",-14,7,"lE",0.504646689432234,1033.51641995722,2048
"(36,39]",-14,8,"lE",0.595612706002236,563.449619878115,946
"(39,42]",-14,9,"lE",0.541725849215827,269.779472909482,498
"(42,45]",-14,10,"lE",0.480693371420097,141.323851197509,294
"(18,21]",-13,2,"lE",0.0059661698254214,2.45806196807362,412
"(21,24]",-13,3,"lE",0.0104880663660852,37.809479249737,3605
"(24,27]",-13,4,"lE",0.03118246091412,419.840653747712,13464
"(27,30]",-13,5,"lE",0.111730540867748,1392.16253921213,12460
"(30,33]",-13,6,"lE",0.343166993132031,1825.30523646927,5319
"(33,36]",-13,7,"lE",0.567207202023734,1161.64034974461,2048
"(36,39]",-13,8,"lE",0.603116814481995,570.548506499967,946
"(39,42]",-13,9,"lE",0.557548251527869,277.659029260879,498
"(42,45]",-13,10,"lE",0.496268870325494,145.903047875695,294
"(18,21]",-12,2,"lE",0.0148197915731747,6.10575412814799,412
"(21,24]",-12,3,"lE",0.0270859066612009,97.6446935136293,3605
"(24,27]",-12,4,"lE",0.0630884282916855,849.422598519254,13464
"(27,30]",-12,5,"lE",0.193366690416003,2409.3489625834,12460
"(30,33]",-12,6,"lE",0.459144525856766,2442.18973303214,5319
"(33,36]",-12,7,"lE",0.609361803128938,1247.97297280807,2048
"(36,39]",-12,8,"lE",0.606375611249317,573.631328241854,946
"(39,42]",-12,9,"lE",0.570920304050005,284.318311416903,498
"(42,45]",-12,10,"lE",0.490421987226283,144.184064244527,294
"(18,21]",-11,2,"lE",0.0282193090309841,11.6263553207654,412
"(21,24]",-11,3,"lE",0.0576353566279465,207.775460643747,3605
"(24,27]",-11,4,"lE",0.12061451698668,1623.95385670866,13464
"(27,30]",-11,5,"lE",0.309744112633313,3859.41164341107,12460
"(30,33]",-11,6,"lE",0.560307162280657,2980.27379617081,5319
"(33,36]",-11,7,"lE",0.624882383944869,1279.75912231909,2048
"(36,39]",-11,8,"lE",0.593822874343105,561.756439128577,946
"(39,42]",-11,9,"lE",0.56343087650737,280.58857650067,498
"(42,45]",-11,10,"lE",0.511164922225357,150.282487134255,294
"(18,21]",-10,2,"lE",0.0640107621998611,26.3724340263428,412
"(21,24]",-10,3,"lE",0.109746962506125,395.637799834582,3605
"(24,27]",-10,4,"lE",0.212966742161966,2867.38421646871,13464
"(27,30]",-10,5,"lE",0.442887019953935,5518.37226862604,12460
"(30,33]",-10,6,"lE",0.631734133544167,3360.19385632142,5319
"(33,36]",-10,7,"lE",0.623967826584844,1277.88610884576,2048
"(36,39]",-10,8,"lE",0.580555430743772,549.205437483608,946
"(39,42]",-10,9,"lE",0.554552080837015,276.166936256834,498
"(42,45]",-10,10,"lE",0.52038383219669,152.992846665827,294
"(18,21]",-9,2,"lE",0.140934597224614,58.065054056541,412
"(21,24]",-9,3,"lE",0.196600791799938,708.745854438778,3605
"(24,27]",-9,4,"lE",0.340587339044703,4585.66793289788,13464
"(27,30]",-9,5,"lE",0.567844358918898,7075.34071212947,12460
"(30,33]",-9,6,"lE",0.664949518980849,3536.86649145914,5319
"(33,36]",-9,7,"lE",0.619376662503622,1268.48340480742,2048
"(36,39]",-9,8,"lE",0.581475389724305,550.075718679193,946
"(39,42]",-9,9,"lE",0.564324372473293,281.0335374917,498
"(42,45]",-9,10,"lE",0.516660646059551,151.898229941508,294
"(18,21]",-8,2,"lE",0.236345745721923,97.3744472374324,412
"(21,24]",-8,3,"lE",0.324440590279185,1169.60832795646,3605
"(24,27]",-8,4,"lE",0.485985544158078,6543.30936654436,13464
"(27,30]",-8,5,"lE",0.653463023270187,8142.14926994652,12460
"(30,33]",-8,6,"lE",0.665212117270609,3538.26325176237,5319
"(33,36]",-8,7,"lE",0.595437721447423,1219.45645352432,2048
"(36,39]",-8,8,"lE",0.569623717215297,538.864036485671,946
"(39,42]",-8,9,"lE",0.565228820673298,281.483952695302,498
"(42,45]",-8,10,"lE",0.537270005399558,157.95738158747,294
"(18,21]",-7,2,"lE",0.375813584788481,154.835196932854,412
"(21,24]",-7,3,"lE",0.454134434615985,1637.15463679063,3605
"(24,27]",-7,4,"lE",0.605780108467593,8156.22338040767,13464
"(27,30]",-7,5,"lE",0.685722683414305,8544.10463534225,12460
"(30,33]",-7,6,"lE",0.644906494454133,3430.25764400153,5319
"(33,36]",-7,7,"lE",0.576687600630616,1181.0562060915,2048
"(36,39]",-7,8,"lE",0.569809425903226,539.039716904452,946
"(39,42]",-7,9,"lE",0.581383839523182,289.529152082545,498
"(42,45]",-7,10,"lE",0.53329167087806,156.78775123815,294
"(18,21]",-6,2,"lE",0.490369602313796,202.032276153284,412
"(21,24]",-6,3,"lE",0.569702630163671,2053.77798174004,3605
"(24,27]",-6,4,"lE",0.663102183454049,8928.00779802531,13464
"(27,30]",-6,5,"lE",0.668164226005193,8325.3262560247,12460
"(30,33]",-6,6,"lE",0.602521525994355,3204.81199676398,5319
"(33,36]",-6,7,"lE",0.549066222960977,1124.48762462408,2048
"(36,39]",-6,8,"lE",0.553338876863379,523.458577512756,946
"(39,42]",-6,9,"lE",0.563979172900985,280.86162810469,498
"(42,45]",-6,10,"lE",0.543257914501682,159.717826863495,294
"(18,21]",-5,2,"lE",0.579441091734349,238.729729794552,412
"(21,24]",-5,3,"lE",0.63372733510589,2284.58704305673,3605
"(24,27]",-5,4,"lE",0.649489610120451,8744.72811066175,13464
"(27,30]",-5,5,"lE",0.613817761951537,7648.16931391615,12460
"(30,33]",-5,6,"lE",0.553170696356478,2942.31493392011,5319
"(33,36]",-5,7,"lE",0.518713426777275,1062.32509803986,2048
"(36,39]",-5,8,"lE",0.526268613632527,497.850108496371,946
"(39,42]",-5,9,"lE",0.533704585017658,265.784883338793,498
"(42,45]",-5,10,"lE",0.502978302380238,147.87562089979,294
"(18,21]",-4,2,"lE",0.594650259196599,244.995906788999,412
"(21,24]",-4,3,"lE",0.60578409872487,2183.85167590315,3605
"(24,27]",-4,4,"lE",0.577647557422642,7777.44671313845,13464
"(27,30]",-4,5,"lE",0.534790017871074,6663.48362267358,12460
"(30,33]",-4,6,"lE",0.491279376930216,2613.11500589182,5319
"(33,36]",-4,7,"lE",0.470513781691105,963.612224903383,2048
"(36,39]",-4,8,"lE",0.471687779644862,446.216639544039,946
"(39,42]",-4,9,"lE",0.494956336218421,246.488255436774,498
"(42,45]",-4,10,"lE",0.483488874587185,142.145729128632,294
"(18,21]",-3,2,"lE",0.563949994785803,232.347397851751,412
"(21,24]",-3,3,"lE",0.49899941705027,1798.89289846622,3605
"(24,27]",-3,4,"lE",0.471105604441628,6342.96585820207,13464
"(27,30]",-3,5,"lE",0.439855968945747,5480.605373064,12460
"(30,33]",-3,6,"lE",0.420042188103618,2234.20439852314,5319
"(33,36]",-3,7,"lE",0.412413866846899,844.623599302448,2048
"(36,39]",-3,8,"lE",0.423707931461212,400.827703162306,946
"(39,42]",-3,9,"lE",0.443089160715336,220.658402036237,498
"(42,45]",-3,10,"lE",0.406128783427486,119.401862327681,294
"(18,21]",-2,2,"lE",0.394094552957978,162.366955818687,412
"(21,24]",-2,3,"lE",0.333201684232713,1201.19207165893,3605
"(24,27]",-2,4,"lE",0.314776414457894,4238.14964426109,13464
"(27,30]",-2,5,"lE",0.301062061718617,3751.23328901397,12460
"(30,33]",-2,6,"lE",0.293352798293108,1560.34353412104,5319
"(33,36]",-2,7,"lE",0.303591855404886,621.756119869207,2048
"(36,39]",-2,8,"lE",0.306839621611421,290.270282044404,946
"(39,42]",-2,9,"lE",0.325732899396412,162.214983899413,498
"(42,45]",-2,10,"lE",0.317201127556719,93.2571315016755,294
"(18,21]",-1,2,"lE",0.118651575487328,48.8844491007792,412
"(21,24]",-1,3,"lE",0.0990957115914195,357.240040287067,3605
"(24,27]",-1,4,"lE",0.0981783776321592,1321.87367643939,13464
"(27,30]",-1,5,"lE",0.0993895077088365,1238.3932660521,12460
"(30,33]",-1,6,"lE",0.104182867933184,554.148674536604,5319
"(33,36]",-1,7,"lE",0.12105017537192,247.910759161692,2048
"(36,39]",-1,8,"lE",0.128213145398878,121.289635547338,946
"(39,42]",-1,9,"lE",0.131083019762784,65.2793438418664,498
"(42,45]",-1,10,"lE",0.127433828443267,37.4655455623205,294
"(18,21]",0,2,"lE",0.0324187889640388,13.356541053184,412
"(21,24]",0,3,"lE",0.0297968871330718,107.417778114724,3605
"(24,27]",0,4,"lE",0.029436693121356,396.335636185937,13464
"(27,30]",0,5,"lE",0.0335020438980978,417.435466970298,12460
"(30,33]",0,6,"lE",0.0391227413485182,208.093861232768,5319
"(33,36]",0,7,"lE",0.0486397143336357,99.6141349552859,2048
"(36,39]",0,8,"lE",0.0550069574182279,52.0365817176436,946
"(39,42]",0,9,"lE",0.0581482639952381,28.9578354696286,498
"(42,45]",0,10,"lE",0.0676814932334606,19.8983590106374,294
"(18,21]",1,2,"lE",0.0107986855251322,4.44905843635445,412
"(21,24]",1,3,"lE",0.0105157609580354,37.9093182537177,3605
"(24,27]",1,4,"lE",0.0102376762747214,137.840073362848,13464
"(27,30]",1,5,"lE",0.012900013063707,160.734162773789,12460
"(30,33]",1,6,"lE",0.0174282417702005,92.7008179756964,5319
"(33,36]",1,7,"lE",0.0228773918943085,46.8528985995437,2048
"(36,39]",1,8,"lE",0.02640155250895,24.9758686734667,946
"(39,42]",1,9,"lE",0.0362986175993205,18.0767115644616,498
"(42,45]",1,10,"lE",0.035341601834694,10.3904309394,294
"(18,21]",2,2,"lE",0.00365883585273064,1.50744037132502,412
"(21,24]",2,3,"lE",0.00349167460795804,12.5874869616887,3605
"(24,27]",2,4,"lE",0.00371505409340291,50.0194883135768,13464
"(27,30]",2,5,"lE",0.00505969394905118,63.0437866051777,12460
"(30,33]",2,6,"lE",0.00720016506358713,38.2976779732199,5319
"(33,36]",2,7,"lE",0.0113089879136159,23.1608072470853,2048
"(36,39]",2,8,"lE",0.0132445694660059,12.5293627148416,946
"(39,42]",2,9,"lE",0.022662504391546,11.2859271869899,498
"(42,45]",2,10,"lE",0.020969127644767,6.16492352756149,294
"(18,21]",3,2,"lE",0.00177064551756867,0.729505953238292,412
"(21,24]",3,3,"lE",0.00128769019689126,4.64212315979299,3605
"(24,27]",3,4,"lE",0.00154730944534222,20.8329743720877,13464
"(27,30]",3,5,"lE",0.00215361746144297,26.8340735695794,12460
"(30,33]",3,6,"lE",0.00382588312901416,20.3498723632263,5319
"(33,36]",3,7,"lE",0.00631575561731453,12.9346675042602,2048
"(36,39]",3,8,"lE",0.008045442366942,7.61098847912713,946
"(39,42]",3,9,"lE",0.0172830395980418,8.60695371982483,498
"(42,45]",3,10,"lE",0.0115625563375321,3.39939156323443,294
"(18,21]",4,2,"lE",0.00054500640369104,0.224542638320709,412
"(21,24]",4,3,"lE",0.000546848023254824,1.97138712383364,3605
"(24,27]",4,4,"lE",0.000736351914686832,9.91424217934351,13464
"(27,30]",4,5,"lE",0.00103342756919153,12.8765075121264,12460
"(30,33]",4,6,"lE",0.00221810545219775,11.7981029002398,5319
"(33,36]",4,7,"lE",0.00353522200873805,7.24013467389552,2048
"(36,39]",4,8,"lE",0.00571848161605501,5.40968360878804,946
"(39,42]",4,9,"lE",0.0115327724431507,5.74332067668903,498
"(42,45]",4,10,"lE",0.008778222079421,2.58079729134977,294
"(18,21]",5,2,"lE",0.000191443619008247,0.0788747710313977,412
"(21,24]",5,3,"lE",0.000310347173462128,1.11880156033097,3605
"(24,27]",5,4,"lE",0.00035703874989098,4.80716972853215,13464
"(27,30]",5,5,"lE",0.000572334446851446,7.13128720776902,12460
"(30,33]",5,6,"lE",0.00142043007959465,7.55526759336395,5319
"(33,36]",5,7,"lE",0.00218712895562697,4.47924010112403,2048
"(36,39]",5,8,"lE",0.00349162267885801,3.30307505419967,946
"(39,42]",5,9,"lE",0.00809288145846498,4.03025496631556,498
"(42,45]",5,10,"lE",0.00601316848980325,1.76787153600216,294
"(18,21]",6,2,"lE",8.55867897641597e-05,0.0352617573828338,412
"(21,24]",6,3,"lE",0.000122547723555012,0.441784543415818,3605
"(24,27]",6,4,"lE",0.000163135652435714,2.19645842439446,13464
"(27,30]",6,5,"lE",0.000350394752088051,4.36591861101712,12460
"(30,33]",6,6,"lE",0.000973109080178746,5.17596719747075,5319
"(33,36]",6,7,"lE",0.00180123598193153,3.68893129099576,2048
"(36,39]",6,8,"lE",0.00205485790408153,1.94389557726113,946
"(39,42]",6,9,"lE",0.0051810451790448,2.58016049916431,498
"(42,45]",6,10,"lE",0.00495255343875421,1.45605071099374,294
"(18,21]",7,2,"lE",4.59006030848744e-05,0.0189110484709682,412
"(21,24]",7,3,"lE",5.47049835563931e-05,0.197211465720797,3605
"(24,27]",7,4,"lE",7.21754178828215e-05,0.971769826374308,13464
"(27,30]",7,5,"lE",0.00018720835981447,2.3326161632883,12460
"(30,33]",7,6,"lE",0.000558411157050279,2.97018894435043,5319
"(33,36]",7,7,"lE",0.00121949266045358,2.49752096860894,2048
"(36,39]",7,8,"lE",0.00148786225981806,1.40751769778788,946
"(39,42]",7,9,"lE",0.00347283530472849,1.72947198175479,498
"(42,45]",7,10,"lE",0.00427643654236651,1.25727234345575,294
"(18,21]",8,2,"lE",2.47291400079075e-05,0.0101884056832579,412
"(21,24]",8,3,"lE",3.01476080036282e-05,0.10868212685308,3605
"(24,27]",8,4,"lE",3.82514169338827e-05,0.515017077597796,13464
"(27,30]",8,5,"lE",9.9205459628603e-05,1.23610002697239,12460
"(30,33]",8,6,"lE",0.000277997858948247,1.47867061174573,5319
"(33,36]",8,7,"lE",0.000731023441107775,1.49713600738872,2048
"(36,39]",8,8,"lE",0.00120529836883181,1.14021225691489,946
"(39,42]",8,9,"lE",0.00175500014941767,0.873990074409999,498
"(42,45]",8,10,"lE",0.00384059452154321,1.1291347893337,294
"(18,21]",9,2,"lE",4.83932784897447e-06,0.00199380307377748,412
"(21,24]",9,3,"lE",1.72221705046294e-05,0.0620859246691889,3605
"(24,27]",9,4,"lE",1.63648986200789e-05,0.220336995020743,13464
"(27,30]",9,5,"lE",5.24752112070896e-05,0.653841131640336,12460
"(30,33]",9,6,"lE",0.000178924527630896,0.951699562468734,5319
"(33,36]",9,7,"lE",0.000422775847608696,0.865844935902609,2048
"(36,39]",9,8,"lE",0.000742280320087966,0.702197182803216,946
"(39,42]",9,9,"lE",0.00165103852364236,0.822217184773893,498
"(42,45]",9,10,"lE",0.00373385323080007,1.09775284985522,294
"(18,21]",10,2,"lE",1.98488399784246e-07,8.17772207111093e-05,412
"(21,24]",10,3,"lE",6.75025615606667e-06,0.0243346734426203,3605
"(24,27]",10,4,"lE",6.84886314536391e-06,0.0922130933891797,13464
"(27,30]",10,5,"lE",2.55384139514467e-05,0.318208637835025,12460
"(30,33]",10,6,"lE",0.000120615114369978,0.641551793333915,5319
"(33,36]",10,7,"lE",0.000301661757236666,0.617803278820692,2048
"(36,39]",10,8,"lE",0.000369534676746336,0.349579804202034,946
"(39,42]",10,9,"lE",0.00151415100108462,0.75404719854014,498
"(42,45]",10,10,"lE",0.00368832954245338,1.0843688854813,294
"(18,21]",11,2,"lE",1.2851095761601e-16,5.29465145377962e-14,412
"(21,24]",11,3,"lE",9.11745738132503e-07,0.00328684338596767,3605
"(24,27]",11,4,"lE",3.17703499653805e-06,0.0427755991933882,13464
"(27,30]",11,5,"lE",1.66119502574944e-05,0.206984900208381,12460
"(30,33]",11,6,"lE",8.90154877577292e-05,0.473473379383362,5319
"(33,36]",11,7,"lE",0.000174718710700775,0.357823919515186,2048
"(36,39]",11,8,"lE",0.000251374711921536,0.237800477477773,946
"(39,42]",11,9,"lE",0.00142834114138325,0.711313888408861,498
"(42,45]",11,10,"lE",0.0035563376981679,1.04556328326136,294
"(18,21]",12,2,"lE",0,0,412
"(21,24]",12,3,"lE",1.30553181971491e-07,0.000470644221007226,3605
"(24,27]",12,4,"lE",1.923629519101e-06,0.0258997478451759,13464
"(27,30]",12,5,"lE",9.26983582552574e-06,0.115502154386051,12460
"(30,33]",12,6,"lE",7.01576619785121e-05,0.373168604063706,5319
"(33,36]",12,7,"lE",0.000125627627687886,0.25728538150479,2048
"(36,39]",12,8,"lE",0.000194632752663408,0.184122584019584,946
"(39,42]",12,9,"lE",0.000999600594138834,0.497801095881139,498
"(42,45]",12,10,"lE",0.00374499710669062,1.10102914936704,294
"(18,21]",13,2,"lE",0,0,412
"(21,24]",13,3,"lE",2.31830008743854e-09,8.35747181521594e-06,3605
"(24,27]",13,4,"lE",1.99936234930782e-07,0.00269194146710805,13464
"(27,30]",13,5,"lE",5.59321846501073e-06,0.0696915020740337,12460
"(30,33]",13,6,"lE",3.2186302810078e-05,0.171198944646805,5319
"(33,36]",13,7,"lE",5.6709820031533e-05,0.11614171142458,2048
"(36,39]",13,8,"lE",9.56263878357941e-05,0.0904625628926612,946
"(39,42]",13,9,"lE",0.000771818424645707,0.384365575473562,498
"(42,45]",13,10,"lE",0.00354821406805115,1.04317493600704,294
"(18,21]",14,2,"lE",0,0,412
"(21,24]",14,3,"lE",1.06046279035324e-12,3.82296835922344e-09,3605
"(24,27]",14,4,"lE",2.50742462644935e-08,0.00033759965170514,13464
"(27,30]",14,5,"lE",1.29766201789456e-06,0.0161688687429662,12460
"(30,33]",14,6,"lE",1.92368476264485e-05,0.102320792525079,5319
"(33,36]",14,7,"lE",2.6048829212705e-05,0.0533480022276197,2048
"(36,39]",14,8,"lE",8.42179222786507e-05,0.0796701544756036,946
"(39,42]",14,9,"lE",0.000587224737622385,0.292437919335948,498
"(42,45]",14,10,"lE",0.00164964207122241,0.484994768939388,294
"(21,24]",15,3,"lE",0,0,3605
"(24,27]",15,4,"lE",1.9594293049644e-09,2.63817561620407e-05,13464
"(27,30]",15,5,"lE",2.37935789180027e-07,0.00296467993318314,12460
"(30,33]",15,6,"lE",1.47135502668721e-05,0.0782613738694925,5319
"(33,36]",15,7,"lE",1.79957269404792e-05,0.0368552487741013,2048
"(36,39]",15,8,"lE",5.54112642386439e-05,0.0524190559697572,946
"(39,42]",15,9,"lE",0.000461971438092608,0.230061776170119,498
"(42,45]",15,10,"lE",0.00102199987341237,0.300467962783235,294
"(21,24]",16,3,"lE",0,0,3605
"(24,27]",16,4,"lE",2.02513538609324e-13,2.72664228383594e-09,13464
"(27,30]",16,5,"lE",1.42182166364156e-07,0.00177158979289738,12460
"(30,33]",16,6,"lE",1.05273840596467e-05,0.0559951558132609,5319
"(33,36]",16,7,"lE",1.69649723598837e-05,0.0347442633930419,2048
"(36,39]",16,8,"lE",3.95291393050005e-05,0.0373945657825304,946
"(39,42]",16,9,"lE",0.000425846329542411,0.212071472112121,498
