"cycleday_from_end","low_norm_temp","density"
-28,-0.899999999999999,0.000118217283366828
-28,-0.825000000000003,0.000118217283366828
-28,-0.800000000000004,0.000118217283366828
-28,-0.799999999999997,0.000118217283366828
-28,-0.700000000000003,0.000118217283366828
-28,-0.699999999999996,0.000118217283366828
-28,-0.674999999999997,0.000118217283366828
-28,-0.637499999999996,0.000118217283366828
-28,-0.600000000000001,0.000827520983567798
-28,-0.599999999999994,0.000118217283366828
-28,-0.575000000000003,0.000118217283366828
-28,-0.5625,0.000118217283366828
-28,-0.549999999999997,0.000118217283366828
-28,-0.524999999999999,0.000118217283366828
-28,-0.5,0.00106395555030145
-28,-0.475000000000001,0.000354651850100485
-28,-0.450000000000003,0.000472869133467313
-28,-0.449999999999996,0.000354651850100485
-28,-0.424999999999997,0.000236434566733656
-28,-0.400000000000006,0.000945738266934626
-28,-0.399999999999999,0.00248256295070339
-28,-0.387500000000003,0.000236434566733656
-28,-0.387499999999996,0.000118217283366828
-28,-0.375000000000007,0.000236434566733656
-28,-0.375,0.000709303700200969
-28,-0.362500000000004,0.000118217283366828
-28,-0.350000000000001,0.00141860740040194
-28,-0.349999999999994,0.000945738266934626
-28,-0.337500000000006,0.000118217283366828
-28,-0.337499999999999,0.000472869133467313
-28,-0.337499999999991,0.000118217283366828
-28,-0.325000000000003,0.000472869133467313
-28,-0.324999999999996,0.000472869133467313
-28,-0.312500000000007,0.000236434566733656
-28,-0.3125,0.000472869133467313
-28,-0.312499999999993,0.000118217283366828
-28,-0.300000000000004,0.00342830121763802
-28,-0.299999999999997,0.00567442960160775
-28,-0.287500000000001,0.000118217283366828
-28,-0.274999999999999,0.00106395555030145
-28,-0.262500000000003,0.000354651850100485
-28,-0.262499999999996,0.000236434566733656
-28,-0.250000000000007,0.000354651850100485
-28,-0.25,0.00721125428537652
-28,-0.249999999999993,0.000118217283366828
-28,-0.237500000000004,0.000118217283366828
-28,-0.237499999999997,0.000472869133467313
-28,-0.225000000000001,0.00153682468376877
-28,-0.224999999999994,0.000945738266934626
-28,-0.212500000000006,0.000118217283366828
-28,-0.212499999999999,0.000709303700200969
-28,-0.200000000000003,0.0118217283366828
-28,-0.199999999999996,0.00827520983567798
-28,-0.1875,0.00141860740040194
-28,-0.187499999999993,0.000118217283366828
-28,-0.175000000000004,0.00200969381723608
-28,-0.174999999999997,0.00224612838396974
-28,-0.162500000000009,0.000236434566733656
-28,-0.162500000000001,0.000472869133467313
-28,-0.162499999999994,0.000118217283366828
-28,-0.150000000000006,0.00437403948457264
-28,-0.149999999999999,0.0121763801867833
-28,-0.149999999999991,0.000354651850100485
-28,-0.137500000000003,0.00130039011703511
-28,-0.137499999999996,0.00118217283366828
-28,-0.125,0.00342830121763802
-28,-0.124999999999993,0.000354651850100485
-28,-0.112500000000004,0.00177325925050242
-28,-0.112499999999997,0.000827520983567798
-28,-0.100000000000009,0.000236434566733656
-28,-0.100000000000001,0.042676439295425
-28,-0.0999999999999943,0.011703511053316
-28,-0.0875000000000057,0.000827520983567798
-28,-0.0874999999999986,0.00248256295070339
-28,-0.0874999999999915,0.000236434566733656
-28,-0.0750000000000028,0.00496512590140679
-28,-0.0749999999999957,0.00283721480080388
-28,-0.0625000000000071,0.000591086416834141
-28,-0.0625,0.00354651850100485
-28,-0.0624999999999929,0.000118217283366828
-28,-0.0500000000000043,0.015841115971155
-28,-0.0499999999999972,0.0248256295070339
-28,-0.0375000000000014,0.00342830121763802
-28,-0.0374999999999943,0.00200969381723608
-28,-0.0250000000000057,0.000827520983567798
-28,-0.0249999999999986,0.0113488592032155
-28,-0.0125000000000028,0.00437403948457264
-28,-0.0124999999999957,0.000945738266934626
-28,-7.105427357601e-15,0.000354651850100485
-28,0,0.143633999290696
-28,0.0124999999999957,0.00153682468376877
-28,0.0125000000000028,0.00768412341884383
-28,0.0249999999999986,0.00993025180281357
-28,0.0250000000000057,0.00295543208417071
-28,0.0374999999999943,0.00283721480080388
-28,0.0375000000000014,0.00425582220120582
-28,0.0499999999999972,0.0346376640264807
-28,0.0500000000000043,0.0293178862749734
-28,0.0625,0.00531977775150727
-28,0.0625000000000071,0.00200969381723608
-28,0.0749999999999957,0.00591086416834141
-28,0.0750000000000028,0.00827520983567798
-28,0.0874999999999915,0.00106395555030145
-28,0.0874999999999986,0.00354651850100485
-28,0.0875000000000057,0.0016550419671356
-28,0.0999999999999943,0.0186783307719589
-28,0.100000000000001,0.0851164440241163
-28,0.100000000000009,0.000472869133467313
-28,0.112499999999997,0.00248256295070339
-28,0.112500000000004,0.00390117035110533
-28,0.124999999999993,0.00106395555030145
-28,0.125,0.0114670764865823
-28,0.125000000000007,0.000236434566733656
-28,0.137499999999996,0.00449225676793947
-28,0.137500000000003,0.00236434566733656
-28,0.149999999999991,0.000709303700200969
-28,0.149999999999999,0.0357016195767821
-28,0.150000000000006,0.0108759900697482
-28,0.162499999999994,0.00118217283366828
-28,0.162500000000001,0.0037829530677385
-28,0.162500000000009,0.00118217283366828
-28,0.174999999999997,0.00413760491783899
-28,0.175000000000004,0.00401938763447216
-28,0.187499999999993,0.000354651850100485
-28,0.1875,0.00354651850100485
-28,0.187500000000007,0.000118217283366828
-28,0.199999999999996,0.0260078023407022
-28,0.200000000000003,0.0465776096465303
-28,0.212499999999999,0.00271899751743705
-28,0.212500000000006,0.00153682468376877
-28,0.224999999999994,0.00212791110060291
-28,0.225000000000001,0.00638373330180872
-28,0.237499999999997,0.00342830121763802
-28,0.237500000000004,0.000827520983567798
-28,0.249999999999993,0.000827520983567798
-28,0.25,0.024116325806833
-28,0.250000000000007,0.000709303700200969
-28,0.262499999999996,0.00106395555030145
-28,0.262500000000003,0.00248256295070339
-28,0.274999999999999,0.00413760491783899
-28,0.275000000000006,0.00118217283366828
-28,0.287499999999994,0.000945738266934626
-28,0.287500000000001,0.00260078023407022
-28,0.299999999999997,0.0223430665563305
-28,0.300000000000004,0.0137132048705521
-28,0.3125,0.000827520983567798
-28,0.312500000000007,0.000118217283366828
-28,0.324999999999996,0.00106395555030145
-28,0.325000000000003,0.00153682468376877
-28,0.337499999999991,0.000236434566733656
-28,0.337499999999999,0.00153682468376877
-28,0.337500000000006,0.000354651850100485
-28,0.349999999999994,0.00307364936753753
-28,0.350000000000001,0.0106395555030145
-28,0.350000000000009,0.000354651850100485
-28,0.362499999999997,0.000709303700200969
